x,y,z
0.008113488,,-0.019330855
-0.000709567,,-0.005307051
3.47317E-05,,0
-0.001373785,,0
0,,-0.013719512
0,,0.007727975
0.001112906,,0
-0.007310765,,0
-0.002873519,,0.006134969
-0.007947371,,0
-0.002680828,,-0.006859756
0,,-0.009976976
0,,-0.008527132
0,,-0.017200938
-0.002010114,,0.033412888
-0.001619229,,0.003849115
-0.01317658,,0
-0.004702044,,-0.046779141
0,,0.010458568
0,,-0.006369427
0.00078939,,-0.008814103
0.001179127,,-0.022635408
0.001808813,,-0.033912324
0.004497817,,0
-0.00090672,,-0.035958904
0,,-0.007992895
0,,0
-0.003054461,,-0.022381379
0.001632165,,-0.008241758
0.004864495,,0.00923361
0.005817104,,0
0.005011012,,-0.001829826
0,,0.019248396
0,,0.024280576
-0.000208901,,0.004389816
0.002061848,,-0.007867133
-0.003847682,,0
-0.000481831,,0
0.003647083,,-0.037885463
0,,0.010989011
0,,-0.005434783
0.002259825,,-0.010928962
0.001315914,,0
-0.007496734,,0.017955801
-0.001379447,,0
0.008565175,,-0.015789236
0,,0.00363496
0,,-0.005494505
0.004932991,,0
0.011652973,,-0.015653775
0,,-0.014967259
0,,0
0,,0
0,,-0.040835708
0,,0.024752475
0.014471774,,-0.012560386
0.008439718,,0.017612524
-0.003520449,,-0.011538462
0.004695369,,0
0.001628161,,0.021400778
0,,0.013333333
0,,-0.006578947
0,,0.000946074
0,,0
-0.003439167,,0.002835539
-0.005954359,,0
-0.001014164,,0.030160226
0,,-0.009149131
0,,-0.012927054
0.003159648,,-0.010289991
0.004104838,,0.002835539
-0.000347277,,0.004712535
0.006853557,,0
0.003514088,,0
0,,0.00750469
0,,0.00698324
0.005194747,,-0.01618123
0.014191279,,0.001879699
-0.001206078,,0.003752345
-0.002213201,,0
0.00274413,,-0.004672897
0,,0.003286385
0,,-0.013570426
-0.001768165,,-0.029411765
-0.001558153,,-0.010752688
-0.003091725,,0.020750988
0.00164665,,0
0,,0.005324298
0,,0.006259027
0,,-0.004784689
-0.004404734,,0.028846154
-0.002095489,,0.037383178
0.000233733,,-0.018018018
0.000344954,,0
-0.000174272,,0.009174312
0,,-0.013636364
0,,0
-0.00107548,,0.00921659
-0.000133652,,0.0456621
-0.00169686,,0
-0.000587658,,0
4.838E-05,,-0.030567686
0,,0.013513514
0,,-0.017777778
-0.004781947,,-0.035294118
-0.003189572,,-0.015009381
0.002141938,,-0.014285714
-0.001422411,,0
-0.000925884,,-0.019323671
0,,-0.004926108
0,,-0.036633663
-3.37679E-05,,-0.016443988
0.000604091,,0.008359457
0.006678491,,0.03626943
0.002488285,,0
0.006636297,,-0.084
0,,0.009825328
0,,0.016216216
-0.006706975,,-0.015957447
-0.000167227,,0.059459459
-0.002092548,,-0.010204082
-0.001679783,,0
-0.001783343,,-0.005154639
0,,0.031088083
0,,-0.025125628
-0.000762452,,0
0,,0
0,,-0.005154639
-0.001585912,,0
-0.002150377,,0.010362694
0,,0
0,,0
-0.010148073,,-0.005128205
-0.003792864,,-0.010309278
0.005577701,,-0.005208333
0.001086636,,0
-5.29491E-05,,-0.020942408
0,,-0.005347594
0,,0.010752688
-0.001225458,,0
-0.003074977,,0
0,,0.021276596
-0.001280128,,0
-0.004788565,,-0.005208333
0,,0
0,,-0.005235602
-0.008705988,,0
-0.00991206,,0
-0.004777851,,0
-0.00912815,,0
-0.010677196,,0.026315789
0,,-0.01025641
0,,0
0.00463388,,0.005181347
0.002244673,,0
0.004693347,,-0.010309278
0.003645603,,0
-0.000369526,,-0.010416667
0,,0.005263158
0,,0
0.000692134,,-0.005235602
-0.003666559,,0
-0.002906965,,-0.005263158
0.001099718,,0
0.003192793,,-0.026455026
0,,0.010869565
0,,0
0.001721299,,-0.005376344
-0.005324106,,0
-0.005392136,,0
-0.005500861,,0
0.000699404,,0.005405405
0,,-0.005376344
0,,-0.010810811
-0.000702909,,0
-0.001007146,,-0.005464481
0.001360218,,-0.005494505
0.002564922,,0
-0.000215189,,-0.016574586
0,,-0.050561798
0,,-0.00591716
-0.002606741,,0.035714286
-0.011029676,,0.005747126
-0.007960432,,-0.022857143
0.001368613,,0
-0.001517247,,0.01754386
0,,0.005747126
0,,-0.011428571
-0.00872215,,-0.011560694
-0.009205757,,0.011695906
-0.004463138,,0
-0.006099746,,0
-0.002821259,,-0.005780347
0,,0.005813953
0,,0
0.007142467,,0.011560694
0.002784132,,0.005714286
0.001073931,,-0.017045455
0.002178821,,0
0.000962572,,0.011560694
0,,0.005714286
0,,-0.005681818
0.00079999,,0
4.14171E-06,,0
0,,-0.017142857
0.005566439,,0
0.00247538,,-0.011627907
0,,0.005882353
0,,0
0.007555713,,0
0.002585318,,0
0.002542045,,0.011695906
0,,0
0,,0.011560694
0,,0.005714286
0,,-0.005681818
0,,0
0.003290194,,0
0.01314188,,0
0.013127068,,0
0.010869051,,0
0,,0
0,,0.005714286
0.005144213,,0
-0.008642248,,-0.005681818
0.006496148,,0
0.005980159,,0
0,,0.005714286
0,,0
0,,-0.011363636
0.015245857,,0.005747126
-0.002526281,,-0.005714286
0.009646302,,0
0.003275381,,0
-0.000613776,,-0.005747126
0,,0
0,,-0.011560694
0.012610868,,0.001169591
0.009369198,,0.007009346
-0.001710467,,0
0.013271444,,0
0.025222211,,0
0,,0
0,,0
0.024758106,,0
0.013125809,,0
-0.01432186,,0
-0.004227338,,0
0.01504861,,0.006960557
0,,0.004608295
0,,0.004587156
-0.008096637,,-0.002283105
-0.00014898,,0.004004577
0.005388342,,0.001709402
0.000634174,,0
-0.006434169,,0.006825939
0,,-0.005649718
0,,0.004545455
-0.009977224,,0.013574661
0.003438628,,0.011160714
0.011348369,,0.004415011
0.009209387,,0
0.008677457,,0.024175824
0,,-0.002145923
0,,0.016129032
0.016629381,,-0.006878307
0.007295133,,-0.000426212
0.015408091,,-0.004370536
-0.001994986,,0
0.00436704,,0.006423983
0,,0.004042553
0,,0.025217207
0.012107553,,0.008681273
0.001233866,,-0.011782787
0.001967259,,0.001036807
0.003532833,,0
-0.007969564,,0.00569653
0,,0.004119464
0,,0.020512821
0,,-0.017889447
0.003966926,,0.004195661
-0.015019884,,0.000203811
0.006627278,,0
0.011072937,,-0.018848701
0,,0.005503634
0,,0.010017557
-0.002007487,,-0.00204499
-0.006550267,,0.002561475
-0.0011865,,0.001021972
0.007621341,,0
0.003889168,,-0.003369066
0,,0.002868265
0,,-0.011235955
-0.002422111,,-0.01446281
0.000348684,,-0.002096436
-0.00558979,,0.00105042
0.001427813,,0
0.003808496,,0.002098636
0,,0
0,,-0.004188482
0,,-0.001051525
0,,0.001052632
0.011177402,,0.001051525
0.012945721,,0
0.010038072,,-0.007352941
0,,0
0,,-0.001058201
0.012430619,,-0.002118644
0.011361727,,-0.001061571
-0.002953478,,0
0.001747653,,0
0.00630416,,0.006376196
0,,-0.003167899
0,,0.003707627
0.011357525,,0.017414248
-0.001405233,,-0.002904564
0.004409061,,0.007594673
0.00383581,,0
-0.005998767,,0.005162623
0,,0.003287108
0,,0.012900584
0.007786386,,-0.0076822
0.004170925,,-0.003259652
0.016972271,,-0.000510986
0.012596086,,0
0.018643431,,0.001022495
0,,0.001532176
0,,0.003059663
0.007824232,,0.007117438
0.021886489,,0.003028773
0.019044619,,0
-0.004375085,,0
0.011569186,,0.014594867
0,,0.031746032
0,,-0.021634615
-0.004666815,,0.002948403
-0.013452092,,-0.005879471
0.020053184,,-0.003647117
0.003338563,,0
-0.008910943,,0.01157499
0,,-0.010757946
0,,0.006623826
0,,-0.007071302
-0.015657994,,-0.009396637
0.000483014,,-0.011982027
0.006421788,,0
0.003390058,,-0.009095503
0,,-0.00917899
0,,0.008749357
0,,-0.000612245
0.009206362,,0.007759853
0.00784678,,-0.002532928
0.00619704,,0
0.000649813,,0.009243271
0,,-0.008252818
0,,0.007712604
-0.011597763,,-0.002014099
-0.007158519,,-0.002825429
-0.009094388,,0
-0.018543451,,0
0.017481008,,-0.00050597
0,,0.000101245
0,,-0.000303705
0.004724215,,0
-0.018348231,,-0.024303797
-0.001320691,,0.002075765
0,,0
-0.003266557,,-0.006214397
0,,-0.001250651
0,,0.000208703
0.006743282,,-0.002503912
-0.00109235,,-0.000104592
-0.008544335,,0.003138075
0.001605066,,-0.000312826
0.01116815,,-0.010117868
0,,-0.000842993
0,,-0.00390213
0.035003644,,-0.003705664
0,,0.011477152
0.00494171,,0.008615255
0.006404613,,0
-0.000742752,,-0.000625
0,,0.001667709
0,,-0.010197711
0.00113438,,-0.003364172
0,,0.001054852
0,,0.014752371
0,,0
0,,0.016614746
0,,-0.006128703
0,,-0.005858171
0,,0.00196423
0,,-0.00196038
-0.033749664,,-0.00186085
0.005975808,,0
0.006328878,,-0.004142931
0,,-0.01300052
0,,-0.004214963
-0.009901723,,0.015873016
-0.007511245,,0.001041667
-0.000540962,,-0.001768991
-0.004989781,,0
-0.000690111,,-0.001355155
0,,-0.005949896
0,,-0.001365116
-0.009194288,,0.006309148
0.01408751,,-0.001044932
0.002530929,,0.001359833
0.001976077,,0
0.01959569,,0.007730074
0,,0.003420753
0,,-0.009297521
-0.003781708,,-0.00729927
-0.008955224,,-0.00052521
0.013986033,,0.00262743
0,,0
0,,0
0,,-0.001048218
0,,0.002098636
0,,-0.004188482
0,,0.001577287
0.014771022,,-0.001574803
0.019389886,,0
0.009928566,,0.002628812
0,,-0.000524384
0,,-0.00293809
-0.000679385,,0
0.006934443,,0
0,,0.000841928
0,,0
0.004020985,,-0.003470032
0,,0.004326264
0,,0.000210128
-0.00041842,,-0.004201681
-0.005441743,,0.00443038
0.003813026,,-0.00042008
0.013442148,,0
-0.001812513,,0.005463333
0,,-0.00292581
0,,-0.0002096
-0.006851208,,0.001048218
0,,-0.00104712
0.009084518,,0
0.005265749,,0
-0.002137877,,-0.006289308
0,,-0.001054852
0,,-0.003167899
-0.004832186,,0.000847458
-0.000591852,,-0.003492803
0.012557154,,-0.007116304
0.013359132,,0
0.011268811,,0.003423192
0,,0.002665245
0,,0.000531632
0.006720187,,0.002125399
0.004079367,,-0.000530223
0.016100612,,0.004244032
0.018572841,,0
0.012337962,,0.003697834
0,,-0.002105263
0,,0.001054852
0.010252127,,-0.00337197
-0.002129187,,-0.000528653
0.001020092,,0.001375225
-0.005262139,,0
-0.000521169,,-0.004859497
0,,0.001061571
0,,-0.000742312
0.009119616,,-0.001379603
0.009341027,,-0.001275239
-0.012066988,,-0.001064056
-0.018557316,,0
-0.006000589,,-0.016829996
0,,0.001083424
0,,0.006493506
-0.012841908,,0.000537634
-0.011674122,,0.007522837
0.005886147,,-0.0112
-0.004450918,,0
-0.001831728,,-0.010248112
0,,-0.000544959
0,,0.000545256
0.016550873,,0.008719346
0.009787238,,0.001620746
0.004474981,,-0.006472492
0.008084829,,0
0.015704875,,0.015743757
0,,0.003955104
0,,-0.001277683
-0.004807117,,-0.004797441
0.006734883,,0.001606856
0.007562799,,-0.001390374
0,,0
0,,-0.007389954
0,,0
0,,0.001294778
-0.002232946,,0.009159483
-0.006355494,,0.001067806
0.00016372,,0.01088
0.007673675,,0
0.002601343,,-0.009707713
0,,0.001598295
0,,0
0.020837758,,-0.00106383
0.025615783,,0.002662407
0.010730291,,-0.001062135
0.009352176,,0
0.002742759,,-0.002870813
0,,0.001279591
0,,-0.002129925
-0.007443251,,0.002134472
0.001657992,,-0.002129925
0,,-0.002347919
1.43935E-05,,0
0.01631578,,-0.006204536
0,,0
0,,0.002152853
0.021115818,,-0.000214823
0.016845284,,-0.00193382
0.017980838,,-0.005059203
-0.007614257,,0
0.017146836,,-0.011143568
0,,-0.001094092
0,,0
0.029244169,,0
0.009160333,,-0.014238773
-0.002703803,,0.003333333
-0.001691484,,0
0.009819526,,0.004208195
0,,0.000220556
0,,-0.005512679
-0.005921587,,-0.001108647
-0.008126977,,0.004994451
0.003878546,,-0.001656543
-0.005021162,,0
0.003650739,,0.012168142
0,,-0.000546448
0,,-0.001640241
0.007936275,,0.004381161
0.004292307,,0
0.004143293,,-0.003271538
0.011079101,,0
0.008649969,,0
0,,0
0,,0.009846827
-0.002410224,,0.006500542
0.004647337,,0.009687836
-0.002682492,,0
0,,0
0.013616973,,0.007462687
0,,0.012698413
0,,-0.00522466
0.004005723,,0.003151261
-0.002313702,,0.00104712
0.002645623,,0.001046025
0.004641571,,0
0.00797817,,-0.008359457
0,,0.008956797
0,,0.005744125
0,,0.009345794
0.012852882,,0.008230453
0.012205828,,0
0.002456017,,0
-0.002424898,,0
0,,0.025510204
0,,-0.010945274
0.013420522,,0.001006036
-0.007806629,,-0.004020101
0.001895273,,0.009081736
-0.003735084,,0
-0.009131191,,-0.004
0,,0
0,,0.001004016
0.004574775,,0
0.027046587,,-0.01003009
-0.007896867,,0.001013171
-0.011166685,,0
-0.021258972,,0.00708502
0,,0.001005025
0,,-0.008032129
-0.00283003,,0
0.008468079,,-0.008097166
0,,-0.003061224
-0.001593376,,0
-0.013852779,,0.004094166
0,,0
0,,0.001019368
-0.011213134,,0.011201629
-0.005143136,,0
-0.00284973,,-0.005035247
0.020250581,,0
0.016741593,,0.008097166
0,,-0.004016064
0,,-0.003024194
-0.000804535,,0.003033367
0.004793883,,0.001008065
-0.000887199,,0.005035247
0.011761197,,0
0.015295017,,0.021042084
0,,0.008832188
0,,0.006809339
0.017794079,,0.002898551
-0.005506947,,0.001926782
0.019407784,,-0.000961538
0.001675548,,0
0.004765895,,0
0,,0.005774783
0,,-0.001913876
0.021874729,,-0.004793864
0.009790495,,0.001926782
0.00598664,,-0.008653846
0.009586138,,0
0.0023572,,0.001939864
0,,-0.000968054
0,,-0.006782946
0.002350153,,0.00097561
0.005026807,,-0.010721248
0.000311951,,-0.00591133
0.007262163,,0
0.014093708,,-0.028741328
0,,0.004081633
0,,0.007113821
0.01813263,,0.003027245
0.01798043,,0
0.007337438,,-0.003018109
0.017988913,,0
0,,0.00605449
0,,-0.002006018
0,,-0.007035176
0.022565371,,-0.017206478
-0.014297178,,0.010298661
0.004096237,,0.01019368
-0.008668314,,0
0.000460288,,-0.020181635
0,,0.007209063
0,,0.006134969
0.007265378,,0
-0.018500066,,0.011178862
0.000198058,,-0.005025126
0.013400207,,0
0.005058552,,0
0,,-0.003030303
0,,0.002026342
-0.000658027,,-0.008088979
0.003560312,,-0.001019368
-0.000429734,,-0.001020408
0.009538237,,0
0.019218653,,-0.020429009
0,,0.003128259
0,,-0.005197505
0.014382743,,-0.003134796
0.002066011,,-0.01572327
-0.002867001,,0.001064963
0.00045645,,0
0,,-0.029787234
0,,0.006578947
0,,0.004357298
0.009621371,,0.014099783
-0.005909382,,-0.002139037
0.001476414,,0.00750268
0.010525281,,0
0.003777738,,0
0,,0
0,,0
0.005758747,,0
0.012976477,,0
0.016472997,,0
0.004936661,,0
0.006248928,,0.005319149
0,,-0.011640212
0,,0.004282655
0.014937893,,-0.002132196
0.012335802,,0
-0.008169867,,0
0.000835066,,0
0.005219878,,0.004273504
0,,0.023404255
0,,-0.002079002
0.005696257,,0.002083333
0.005414503,,-0.007276507
0.001917524,,-0.004188482
0.007591302,,0
0.006447354,,0.022082019
0,,0.004115226
0,,-0.007172131
-0.008404511,,-0.007223942
0.014389873,,0.004158004
0.012513789,,0.002070393
-0.004784765,,0
0.000400267,,-0.002066116
0,,0.003623188
0,,-0.005673027
-0.00877044,,-0.002074689
0.000670446,,-0.003118503
0,,-0.004171011
0.012633396,,0
0.000862512,,-0.007329843
0,,0.003164557
0,,0.001051525
-0.005030009,,0.006302521
-0.003665078,,0
0.000303001,,-0.009394572
0,,0
0.00979829,,0
0,,-0.002107482
0,,-0.002111932
0.006998504,,-0.001058201
0.006451366,,0.001059322
-0.001617866,,-0.004232804
-0.006788591,,0
-0.007656407,,-0.001062699
0,,-0.004787234
0,,-0.001603421
-0.003145236,,-0.001070664
-0.027002245,,0.011789925
0.019793473,,0.002118644
-0.000113531,,0
-0.01617556,,0
0,,0.002642706
0,,-0.001581444
-0.008412134,,-0.007391763
0,,0
-0.015672,,-0.004255319
-0.004632868,,0
-0.014717611,,-0.00534188
0,,0.003222342
0,,-0.001070664
0.007821653,,-0.004287245
-0.009391523,,-0.002152853
-0.012605334,,0.003236246
0.009680738,,0
0.014129567,,0
0,,0
0,,0.003225806
0.016507645,,-0.000535906
-0.00615578,,0
-0.005846017,,0
0.000210444,,0
-0.010810915,,-0.015549598
0,,-0.004901961
0,,0.001642036
-0.014531577,,0.002185792
-0.001613214,,0.00436205
-0.008762242,,-0.003257329
0,,0
-0.013782351,,-0.008714597
0,,-0.003296703
0,,-0.002205072
0.000229988,,0.002209945
0.007738217,,-0.004410143
0.01154891,,0
-0.00309718,,0
0.006838944,,0.014396456
0,,-0.006004367
0,,-0.006040637
0.004259969,,-0.002209945
-0.000842232,,0.004983389
-0.005077341,,0.002754821
-0.009233102,,0
-0.003952367,,-0.001098901
0,,0.00330033
0,,-0.004385965
0.003981837,,-0.003303965
-0.00648399,,-0.002209945
-0.013174494,,-0.007751938
-0.005913129,,0
0.004831394,,-0.002790179
0,,-0.006155568
0,,-0.016891892
-0.002789041,,-0.001145475
-0.009129362,,0
-0.003835293,,0.001146789
-0.008249201,,0
1.04462E-05,,0.013745704
0,,-0.020338983
0,,0.008073818
0.007928611,,0.02402746
0.008314484,,-0.005586592
0.007500732,,-0.01011236
0.007040637,,0
0.000600241,,0
0,,0
0,,-0.030646992
0,,0.015222482
0,,-0.008073818
0,,0.008139535
5.3154E-05,,0
-0.005070875,,0.010380623
0,,-0.001141553
0,,0.002285714
-0.004827065,,0.002280502
0.002933293,,-0.001137656
0.003467603,,-0.007972665
0,,0
0,,0.009758898
0,,-0.001705514
0,,-0.003416856
-0.002458684,,-0.001142857
-0.011620964,,-0.003432494
-0.002787406,,0.000574053
0.005161557,,0
-0.005055379,,0.006310958
0,,-0.001710376
0,,0.002284409
-0.011917386,,0
-0.020671355,,0.012535613
-0.012641383,,0.000562746
-0.001714127,,0
0.004257469,,-0.001124859
0,,0.002252252
0,,0.003932584
-0.007034685,,0.000559597
0.007069585,,0.006711409
0.011802859,,0.01
0.009328943,,0
0.003237592,,0.02750275
0,,0.007494647
0,,-0.004250797
0.018736386,,-0.009605123
0.006715407,,-0.015086207
0.002660288,,-0.004376368
0.00025726,,0
0.000167624,,0.001098901
0,,0.008232711
0,,0.001633097
-0.002883666,,0.006521739
-0.004743453,,-0.003779698
0.002512592,,-0.00596206
-0.000603105,,0
0.000451637,,0.002181025
0,,0.00054407
0,,-0.00435019
0.002298321,,0.003823048
-0.002534162,,-0.005440696
-0.001769119,,-0.003282276
0,,0
0.000200139,,0
0,,0.001097695
0,,-0.001096491
-0.009208415,,0
0.001286657,,-0.001097695
-0.006055908,,-0.001098901
0.001372018,,0
0.001738118,,0.00990099
0,,-0.002178649
0,,-0.000545852
-0.000831078,,-0.006007646
-0.004040207,,0.001098901
-0.002383692,,0
0,,0
-0.00188553,,0.010976948
0,,0.000542888
0,,-0.002712968
-0.005009971,,0.003264418
-0.015112199,,-0.006507592
0.00258373,,-0.001637555
0.005020338,,0
0,,0.008201203
0,,-0.001084599
0,,0.002171553
0.002911683,,0.006500542
0.000311961,,0.005382131
-0.001488984,,0
-0.005376044,,0
-0.004509819,,0.005353319
0,,0.004259851
0,,0
-0.013197457,,-0.003181336
-0.012024593,,0.010638298
0.001609483,,0.007368421
-0.001524422,,0
0.002637738,,-0.008359457
0,,0.001053741
0,,-0.012631579
0.001914057,,0.006929638
-0.000936014,,0.000529381
-0.004880612,,-0.002645503
-0.002763806,,0
-0.001306252,,0
0,,0.000530504
0,,0
-0.008137035,,0.002120891
-0.009653652,,0.00952381
-0.008858648,,-0.011530398
0.001160055,,0
0.006438228,,-0.006362672
0,,0
0,,-0.003735326
0.018204906,,-0.00374933
-0.002858655,,-0.005376344
-0.000610057,,-0.006486486
0.015412297,,0
0.005361178,,-0.010881393
0,,0.00220022
0,,0.004390779
0.001807496,,-0.002185792
-0.004390258,,0.002190581
0.001657874,,-0.002185792
0.001511977,,0
0.00416425,,0
0,,0
0,,0
0,,0
-0.000187082,,0
0.001895575,,0
0.008600564,,0
0.00485334,,0
0,,0
0,,0
-0.000631612,,0
0.000100213,,0
0.002000056,,0
0,,0
0,,0
0,,0
0,,0
-0.002088067,,0
-0.002720434,,0
0.000966004,,0
-0.000160622,,0
-0.001127213,,0.007667032
0,,0.001086957
0,,0
-0.002884204,,-0.001085776
1.20971E-05,,0.002173913
0.001997339,,0
-0.001252891,,0
-0.001224914,,0
0,,-0.001626898
0,,-0.003802281
-0.004195635,,-0.0087241
-0.001332865,,0.00770077
-0.000615261,,-0.001091703
-5.68283E-05,,0
4.19471E-05,,0.002185792
0,,0.001090513
0,,0.004357298
-0.00051011,,0.003796095
-0.004582499,,0.002701243
-0.0003604,,0.003232759
0.000514265,,0
-0.003105759,,0.010741139
0,,0.002125399
0,,-0.008483563
-0.005055079,,0
-0.002233287,,-0.003208556
-0.006033342,,0
-0.00148466,,0
-0.001535322,,-0.001072961
0,,0.003222342
0,,0.00856531
-0.004129143,,-0.001061571
-0.002204008,,0.005844846
0.002088874,,0.002113048
0.001611082,,0
-5.14383E-05,,0.017395888
0,,-0.005699482
0,,-0.002605524
-0.006132598,,0
-0.001389083,,0
0.000219929,,-0.029258098
8.40308E-05,,0
0.000492939,,-0.016146394
0,,0.008752735
0,,-0.003253796
2.09956E-05,,-0.001088139
0.001409474,,0.010893246
0.001955391,,0.004849138
0.000563571,,0
0.000864399,,0.009115282
0,,-0.006376196
0,,0.009625668
0,,0.012711864
-0.002008689,,-0.006276151
0.00035174,,-0.001578947
-6.69745E-05,,0
-0.000333499,,-0.002108593
0,,0.000528262
0,,0.00844773
0.000414571,,0.00104712
0,,-0.00209205
0.002137572,,0
-0.001453567,,0
0.000903528,,0.033018868
0,,-0.010147133
0,,0.009738596
-0.000167169,,-0.008121827
0.000275875,,-0.003070624
0,,0
0.001416602,,0
0.001187873,,0.031827515
0,,-0.0039801
0,,-0.025974026
0.000527935,,0.001025641
0.003669987,,0.006659836
0.01753852,,0.000508906
0.007622171,,0
0.000318449,,0.003051882
0,,0.002535497
0,,-0.008598887
0.000323743,,0.01122449
-0.002912747,,0.020181635
0.000266429,,-0.004945598
-7.16599E-05,,0
0.002648901,,-0.006461233
0,,-0.006503252
0,,0.009063444
0.011823156,,0.004491018
0.004606293,,-0.002483855
0,,0
0,,0
0.01052626,,0.006972112
0,,-0.00148368
0,,0.002476474
0.003330848,,0.001976285
0.001740371,,-0.00147929
9.53581E-05,,-0.001975309
0.001922655,,0
-0.001263232,,-0.000494805
0,,0
0,,0.002970297
-0.008673678,,-0.004935834
-0.000226475,,0
0.000487295,,0.006944444
-0.007384844,,0
-0.002080753,,0
0,,0
0,,0
-0.002734938,,0
0.004620036,,0
0.007422794,,-0.002955665
-0.01590541,,0
-0.008897392,,-0.004940711
0,,0
0,,0.000993049
-0.011214158,,0.003968254
-0.014414577,,0.006916996
-0.000951662,,0
0.00190791,,0
-0.005513546,,0.002944063
0,,-0.002935421
0,,-0.002944063
-0.002053994,,0.012795276
-0.007563545,,-0.005830904
0.002902909,,0.003910068
7.1452E-05,,0
-0.004744914,,0.005842259
0,,0
0,,0.007744434
0,,0
-0.010576693,,-0.006724304
-0.010654189,,-0.00483559
0.000901604,,0
-0.001591831,,-0.000971817
0,,0
0,,-0.000972763
0.000617314,,0.003894839
0,,0
0.008008628,,0
0,,0
0.000847429,,-0.009699321
0,,0.000979432
0,,0.00146771
-0.006397373,,0.00048852
-0.001139086,,0.004882813
-0.002895487,,0.001457726
-0.002441519,,0
-0.004108036,,0.015041242
0,,0.001912046
0,,-0.004770992
-0.002025518,,-0.002876318
-0.00259624,,-0.002884615
-0.003962034,,0
-0.013037514,,0
-0.008586699,,0.00192864
0,,0.000481232
0,,-0.006253006
-0.01061448,,-0.000968054
-0.010358256,,0.002906977
0.007403145,,-0.004830918
-0.001040945,,0
0.000162296,,-0.004854369
0,,0.002926829
0,,0.003404669
0.000541404,,-0.007270965
0.005220128,,0.000976563
-0.007302495,,-0.011707317
-0.004107207,,0
-0.00816593,,-0.003948667
0,,0
0,,0.00099108
1.53776E-05,,-0.002475248
0.001145613,,-0.00942928
0.000139774,,0.009018036
0.000208863,,0
0.001976112,,-0.005958292
0,,-0.003996004
0,,0.004012036
0.004413347,,0
1.67825E-05,,0
0.000157142,,0.001498501
0.000631521,,0
0.003800456,,0
0,,0.009476309
0,,-0.004940711
-0.000903614,,-0.002979146
-0.006391821,,0.011952191
-0.006868941,,0.00246063
-0.001186117,,0
0,,0.010800196
0,,-0.000485673
0,,0.002915452
0.001412693,,0
-0.000107805,,0
0.001055059,,0.015503876
-0.002800267,,0
-0.001400979,,-0.005725191
0,,-0.000479846
0,,-0.009121459
0.002265107,,-0.003875969
-0.002264613,,-0.000486381
